progress_id,learner_id,course_id,progress_date,starting_score,current_score,score_change,completion_percentage,progress_status,badge_earned,recognition_tag
P00518,L044,MATH04,2025-12-09,57.1,66.7,9.6,33.3,Improving,Learning Milestone,Learning Progress
P00519,L044,MATH04,2026-06-29,57.1,66.7,9.6,89.7,Improving,Learning Milestone,Learning Progress
P00520,L044,MATH04,2026-07-27,57.1,64.7,7.6,100.0,Improving,Course Completion,Successful Completion
P00521,L044,READ01,2025-10-03,60.0,60.0,0.0,32.4,Stable,Learning Milestone,Learning Progress
P00522,L044,READ01,2025-11-07,60.0,64.7,4.7,39.9,Stable,Learning Milestone,Learning Progress
P00523,L044,READ01,2026-01-21,60.0,69.2,9.2,52.0,Improving,Learning Milestone,Learning Progress
P00524,L044,READ01,2026-06-10,60.0,64.7,4.7,100.0,Stable,Course Completion,Successful Completion
P00525,L044,SCI03,2025-09-07,60.0,60.0,0.0,29.6,Stable,Learning Milestone,Learning Progress
P00526,L044,SCI03,2025-12-26,60.0,61.1,1.1,49.1,Stable,Learning Milestone,Learning Progress
P00527,L044,SCI03,2026-05-27,60.0,69.2,9.2,90.2,Improving,Learning Milestone,Learning Progress
P00528,L044,SCI03,2026-08-07,60.0,70.6,10.6,100.0,Improving,Progress Star,Great Improvement
P00529,L045,ELA04,2025-12-27,66.7,66.7,0.0,49.8,Stable,Learning Milestone,Learning Progress
P00530,L045,ELA04,2026-01-16,66.7,64.7,-2.0,48.5,Stable,Learning Milestone,Learning Progress
P00531,L045,ELA04,2026-04-02,66.7,66.7,0.0,72.4,Stable,Learning Milestone,Learning Progress
P00532,L045,ELA04,2026-08-01,66.7,57.1,-9.6,100.0,Needs Attention,Course Completion,Successful Completion
P00533,L045,MATH04,2026-02-12,69.2,69.2,0.0,53.5,Stable,Learning Milestone,Learning Progress
P00534,L045,MATH04,2026-02-14,69.2,61.1,-8.1,56.7,Needs Attention,Learning Milestone,Learning Progress
P00535,L045,MATH04,2026-04-07,69.2,60.0,-9.2,71.0,Needs Attention,Learning Milestone,Learning Progress
P00536,L045,MATH04,2026-06-14,69.2,60.0,-9.2,100.0,Needs Attention,Course Completion,Successful Completion
P00537,L045,READ01,2025-10-04,66.7,66.7,0.0,29.5,Stable,Learning Milestone,Learning Progress
P00538,L045,READ01,2025-11-23,66.7,69.2,2.5,41.4,Stable,Learning Milestone,Learning Progress
P00539,L045,READ01,2026-04-10,66.7,57.9,-8.8,69.6,Needs Attention,Learning Milestone,Learning Progress
P00540,L045,READ01,2026-08-11,66.7,63.2,-3.5,100.0,Stable,Course Completion,Successful Completion
P00541,L046,ELA01,2025-09-29,86.7,86.7,0.0,33.5,Stable,Learning Milestone,Learning Progress
P00542,L046,ELA01,2025-10-22,86.7,88.2,1.5,34.2,Stable,Learning Milestone,Learning Progress
P00543,L046,ELA01,2026-03-12,86.7,89.5,2.8,72.9,Stable,Learning Milestone,Learning Progress
P00544,L046,ELA01,2026-07-25,86.7,92.9,6.2,100.0,Improving,Course Completion,Successful Completion
P00545,L046,MATH01,2025-09-09,87.5,87.5,0.0,22.8,Stable,Learning Milestone,Learning Progress
P00546,L046,MATH01,2025-10-01,87.5,92.9,5.4,32.2,Improving,Learning Milestone,Learning Progress
P00547,L046,MATH01,2026-05-08,87.5,94.4,6.9,78.4,Improving,Learning Milestone,Learning Progress
P00548,L046,MATH01,2026-06-17,87.5,90.9,3.4,100.0,Stable,Course Completion,Successful Completion
P00549,L046,SCI01,2025-10-05,88.2,88.2,0.0,27.8,Stable,Learning Milestone,Learning Progress
P00550,L046,SCI01,2025-11-11,88.2,83.3,-4.9,40.0,Stable,Learning Milestone,Learning Progress
P00551,L046,SCI01,2026-03-04,88.2,85.0,-3.2,61.5,Stable,Learning Milestone,Learning Progress
P00552,L046,SCI01,2026-08-31,88.2,91.7,3.5,100.0,Stable,Course Completion,Successful Completion
P00553,L047,ELA02,2025-09-26,75.0,75.0,0.0,33.1,Stable,Learning Milestone,Learning Progress
P00554,L047,ELA02,2025-12-16,75.0,78.9,3.9,44.3,Stable,Learning Milestone,Learning Progress
P00555,L047,ELA02,2026-04-13,75.0,83.3,8.3,72.9,Improving,Learning Milestone,Learning Progress
P00556,L047,ELA02,2026-04-17,75.0,73.7,-1.3,100.0,Stable,Course Completion,Successful Completion
P00557,L047,ELA03,2025-10-08,73.7,73.7,0.0,27.0,Stable,Learning Milestone,Learning Progress
P00558,L047,ELA03,2025-12-03,73.7,78.9,5.2,40.1,Improving,Learning Milestone,Learning Progress
P00559,L047,ELA03,2026-04-20,73.7,86.7,13.0,72.6,Improving,Growth Champion,Strong Progress
P00560,L047,ELA03,2026-07-31,73.7,84.6,10.9,100.0,Improving,Progress Star,Great Improvement
P00561,L047,MATH03,2025-10-22,80.0,80.0,0.0,35.3,Stable,Learning Milestone,Learning Progress
P00562,L047,MATH03,2025-11-18,80.0,73.3,-6.7,39.8,Needs Attention,Learning Milestone,Learning Progress
P00563,L047,MATH03,2025-12-06,80.0,75.0,-5.0,43.5,Needs Attention,Learning Milestone,Learning Progress
P00564,L047,MATH03,2026-06-23,80.0,81.8,1.8,100.0,Stable,Course Completion,Successful Completion
P00565,L048,ELA02,2025-10-17,82.4,82.4,0.0,39.0,Stable,Learning Milestone,Learning Progress
P00566,L048,ELA02,2025-12-07,82.4,86.7,4.3,43.1,Stable,Learning Milestone,Learning Progress
P00567,L048,ELA02,2026-03-04,82.4,81.8,-0.6,72.7,Stable,Learning Milestone,Learning Progress
P00568,L048,ELA02,2026-05-19,82.4,83.3,0.9,100.0,Stable,Course Completion,Successful Completion
P00569,L048,ELA03,2025-09-16,85.7,85.7,0.0,33.4,Stable,Learning Milestone,Learning Progress
P00570,L048,ELA03,2026-02-04,85.7,80.0,-5.7,59.6,Needs Attention,Learning Milestone,Learning Progress
P00571,L048,ELA03,2026-03-26,85.7,84.2,-1.5,75.5,Stable,Learning Milestone,Learning Progress
P00572,L048,ELA03,2026-07-18,85.7,84.6,-1.1,100.0,Stable,Course Completion,Successful Completion
P00573,L048,MATH03,2025-11-05,80.0,80.0,0.0,35.1,Stable,Learning Milestone,Learning Progress
P00574,L048,MATH03,2025-11-11,80.0,80.0,0.0,37.5,Stable,Learning Milestone,Learning Progress
P00575,L048,MATH03,2026-04-29,80.0,83.3,3.3,70.4,Stable,Learning Milestone,Learning Progress
P00576,L048,MATH03,2026-08-22,80.0,83.3,3.3,100.0,Stable,Course Completion,Successful Completion
P00577,L049,ELA01,2025-10-13,78.9,78.9,0.0,34.9,Stable,Learning Milestone,Learning Progress
P00578,L049,ELA01,2025-11-13,78.9,78.6,-0.3,40.8,Stable,Learning Milestone,Learning Progress
P00579,L049,ELA01,2026-01-23,78.9,78.9,0.0,54.6,Stable,Learning Milestone,Learning Progress
P00580,L049,ELA01,2026-08-04,78.9,80.0,1.1,100.0,Stable,Course Completion,Successful Completion
P00581,L049,READ01,2025-11-08,73.7,73.7,0.0,46.0,Stable,Learning Milestone,Learning Progress
P00582,L049,READ01,2026-04-01,73.7,71.4,-2.3,71.2,Stable,Learning Milestone,Learning Progress
P00583,L049,READ01,2026-04-26,73.7,86.7,13.0,77.5,Improving,Growth Champion,Strong Progress
P00584,L049,READ01,2026-06-02,73.7,78.9,5.2,100.0,Improving,Course Completion,Successful Completion
P00585,L049,SCI01,2025-09-08,83.3,83.3,0.0,20.0,Stable,Learning Milestone,Learning Progress
P00586,L049,SCI01,2025-09-25,83.3,75.0,-8.3,22.7,Needs Attention,Learning Milestone,Learning Progress
P00587,L049,SCI01,2025-12-11,83.3,76.9,-6.4,54.1,Needs Attention,Learning Milestone,Learning Progress
P00588,L049,SCI01,2026-07-21,83.3,76.5,-6.8,100.0,Needs Attention,Course Completion,Successful Completion
P00589,L050,ELA02,2025-09-26,62.5,62.5,0.0,27.7,Stable,Learning Milestone,Learning Progress
P00590,L050,ELA02,2025-12-13,62.5,66.7,4.2,47.2,Stable,Learning Milestone,Learning Progress
P00591,L050,ELA02,2026-04-06,62.5,66.7,4.2,71.9,Stable,Learning Milestone,Learning Progress
P00592,L050,ELA02,2026-07-10,62.5,70.0,7.5,100.0,Improving,Course Completion,Successful Completion
P00593,L050,READ01,2025-09-09,53.8,53.8,0.0,33.7,Stable,Learning Milestone,Learning Progress
P00594,L050,READ01,2025-12-09,53.8,63.2,9.4,51.4,Improving,Learning Milestone,Learning Progress
P00595,L050,READ01,2026-03-23,53.8,66.7,12.9,63.6,Improving,Growth Champion,Strong Progress
P00596,L050,READ01,2026-08-15,53.8,65.0,11.2,100.0,Improving,Progress Star,Great Improvement
P00597,L050,SCI02,2025-10-31,58.8,58.8,0.0,35.8,Stable,Learning Milestone,Learning Progress
P00598,L050,SCI02,2026-01-09,58.8,61.1,2.3,51.2,Stable,Learning Milestone,Learning Progress
P00599,L050,SCI02,2026-02-20,58.8,54.5,-4.3,56.1,Stable,Learning Milestone,Learning Progress
P00600,L050,SCI02,2026-08-02,58.8,63.6,4.8,100.0,Stable,Course Completion,Successful Completion
P00601,L051,ELA03,2025-10-16,80.0,80.0,0.0,34.1,Stable,Learning Milestone,Learning Progress
P00602,L051,ELA03,2025-12-25,80.0,81.8,1.8,44.9,Stable,Learning Milestone,Learning Progress
P00603,L051,ELA03,2026-03-05,80.0,78.6,-1.4,66.8,Stable,Learning Milestone,Learning Progress
P00604,L051,ELA03,2026-07-06,80.0,78.9,-1.1,100.0,Stable,Course Completion,Successful Completion
P00605,L051,MATH02,2025-11-21,75.0,75.0,0.0,42.9,Stable,Learning Milestone,Learning Progress
P00606,L051,MATH02,2026-01-03,75.0,75.0,0.0,56.0,Stable,Learning Milestone,Learning Progress
P00607,L051,MATH02,2026-04-03,75.0,76.9,1.9,63.2,Stable,Learning Milestone,Learning Progress
P00608,L051,MATH02,2026-07-28,75.0,80.0,5.0,100.0,Improving,Course Completion,Successful Completion
P00609,L051,READ01,2025-12-28,78.6,78.6,0.0,50.0,Stable,Learning Milestone,Learning Progress
P00610,L051,READ01,2026-04-13,78.6,73.7,-4.9,72.4,Stable,Learning Milestone,Learning Progress
P00611,L051,READ01,2026-07-04,78.6,75.0,-3.6,92.5,Stable,Learning Milestone,Learning Progress
P00612,L051,READ01,2026-08-05,78.6,78.9,0.3,100.0,Stable,Course Completion,Successful Completion
P00613,L052,ELA02,2025-09-25,70.6,70.6,0.0,30.3,Stable,Learning Milestone,Learning Progress
P00614,L052,ELA02,2026-01-20,70.6,76.9,6.3,55.3,Improving,Learning Milestone,Learning Progress
P00615,L052,ELA02,2026-02-24,70.6,80.0,9.4,62.6,Improving,Learning Milestone,Learning Progress
P00616,L052,ELA02,2026-08-16,70.6,76.9,6.3,100.0,Improving,Course Completion,Successful Completion
P00617,L052,MATH02,2026-02-25,70.0,70.0,0.0,60.8,Stable,Learning Milestone,Learning Progress
P00618,L052,MATH02,2026-04-14,70.0,75.0,5.0,72.4,Improving,Learning Milestone,Learning Progress
P00619,L052,MATH02,2026-05-26,70.0,75.0,5.0,81.8,Improving,Learning Milestone,Learning Progress
P00620,L052,MATH02,2026-07-29,70.0,88.2,18.2,100.0,Improving,Progress Star,Great Improvement
P00621,L052,READ01,2026-03-12,78.9,78.9,0.0,59.5,Stable,Learning Milestone,Learning Progress
P00622,L052,READ01,2026-05-08,78.9,75.0,-3.9,75.4,Stable,Learning Milestone,Learning Progress
P00623,L052,READ01,2026-06-17,78.9,81.8,2.9,92.4,Stable,Learning Milestone,Learning Progress
P00624,L052,READ01,2026-08-29,78.9,78.9,0.0,100.0,Stable,Course Completion,Successful Completion
P00625,L053,ELA04,2025-10-17,95.0,95.0,0.0,39.2,Stable,Learning Milestone,Learning Progress
P00626,L053,ELA04,2026-02-08,95.0,92.3,-2.7,64.3,Stable,Learning Milestone,Learning Progress
P00627,L053,ELA04,2026-05-13,95.0,93.3,-1.7,77.5,Stable,Learning Milestone,Learning Progress
P00628,L053,ELA04,2026-07-25,95.0,94.7,-0.3,100.0,Stable,Course Completion,Successful Completion
P00629,L053,READ01,2025-10-09,90.9,90.9,0.0,34.9,Stable,Learning Milestone,Learning Progress
P00630,L053,READ01,2025-12-11,90.9,91.7,0.8,46.6,Stable,Learning Milestone,Learning Progress
P00631,L053,READ01,2026-06-03,90.9,90.9,0.0,78.2,Stable,Learning Milestone,Learning Progress
P00632,L053,READ01,2026-08-23,90.9,100.0,9.1,100.0,Improving,Course Completion,Successful Completion
P00633,L053,SCI03,2025-09-14,95.0,95.0,0.0,29.5,Stable,Learning Milestone,Learning Progress
P00634,L053,SCI03,2025-12-24,95.0,89.5,-5.5,52.2,Needs Attention,Learning Milestone,Learning Progress
P00635,L053,SCI03,2026-01-04,95.0,100.0,5.0,49.5,Improving,Learning Milestone,Learning Progress
P00636,L053,SCI03,2026-08-22,95.0,93.3,-1.7,100.0,Stable,Course Completion,Successful Completion
P00637,L054,ELA02,2025-12-29,81.2,81.2,0.0,52.2,Stable,Learning Milestone,Learning Progress
P00638,L054,ELA02,2026-02-17,81.2,78.9,-2.3,59.1,Stable,Learning Milestone,Learning Progress
P00639,L054,ELA02,2026-06-03,81.2,84.2,3.0,80.5,Stable,Learning Milestone,Learning Progress
P00640,L054,ELA02,2026-08-23,81.2,83.3,2.1,100.0,Stable,Course Completion,Successful Completion
P00641,L054,READ01,2025-09-30,82.4,82.4,0.0,27.9,Stable,Learning Milestone,Learning Progress
P00642,L054,READ01,2026-02-25,82.4,81.8,-0.6,72.1,Stable,Learning Milestone,Learning Progress
P00643,L054,READ01,2026-06-14,82.4,80.0,-2.4,83.1,Stable,Learning Milestone,Learning Progress
P00644,L054,READ01,2026-07-30,82.4,75.0,-7.4,100.0,Needs Attention,Course Completion,Successful Completion
P00645,L054,SCI02,2025-10-10,73.3,73.3,0.0,39.8,Stable,Learning Milestone,Learning Progress
P00646,L054,SCI02,2025-12-30,73.3,83.3,10.0,49.0,Improving,Growth Champion,Strong Progress
P00647,L054,SCI02,2026-03-06,73.3,80.0,6.7,64.8,Improving,Learning Milestone,Learning Progress
P00648,L054,SCI02,2026-08-21,73.3,84.2,10.9,100.0,Improving,Progress Star,Great Improvement
P00649,L055,ELA04,2025-10-20,83.3,83.3,0.0,28.6,Stable,Learning Milestone,Learning Progress
P00650,L055,ELA04,2025-11-30,83.3,81.8,-1.5,37.3,Stable,Learning Milestone,Learning Progress
P00651,L055,ELA04,2026-04-14,83.3,91.7,8.4,71.6,Improving,Learning Milestone,Learning Progress
P00652,L055,ELA04,2026-08-16,83.3,88.2,4.9,100.0,Stable,Course Completion,Successful Completion
P00653,L055,MATH04,2025-10-12,90.0,90.0,0.0,41.0,Stable,Learning Milestone,Learning Progress
P00654,L055,MATH04,2026-01-10,90.0,81.8,-8.2,51.0,Needs Attention,Learning Milestone,Learning Progress
P00655,L055,MATH04,2026-04-20,90.0,85.7,-4.3,80.4,Stable,Learning Milestone,Learning Progress
P00656,L055,MATH04,2026-07-29,90.0,82.4,-7.6,100.0,Needs Attention,Course Completion,Successful Completion
P00657,L055,SCI03,2025-10-16,85.0,85.0,0.0,41.9,Stable,Learning Milestone,Learning Progress
P00658,L055,SCI03,2025-10-19,85.0,87.5,2.5,36.9,Stable,Learning Milestone,Learning Progress
P00659,L055,SCI03,2026-03-26,85.0,86.7,1.7,69.7,Stable,Learning Milestone,Learning Progress
P00660,L055,SCI03,2026-08-25,85.0,85.7,0.7,100.0,Stable,Course Completion,Successful Completion
P00661,L056,MATH01,2025-09-15,75.0,75.0,0.0,30.2,Stable,Learning Milestone,Learning Progress
P00662,L056,MATH01,2025-09-25,75.0,75.0,0.0,36.7,Stable,Learning Milestone,Learning Progress
P00663,L056,MATH01,2026-02-08,75.0,70.0,-5.0,57.4,Needs Attention,Learning Milestone,Learning Progress
P00664,L056,MATH01,2026-07-26,75.0,86.7,11.7,100.0,Improving,Progress Star,Great Improvement
P00665,L056,READ01,2025-12-11,81.2,81.2,0.0,44.8,Stable,Learning Milestone,Learning Progress
P00666,L056,READ01,2026-03-26,81.2,88.2,7.0,73.9,Improving,Learning Milestone,Learning Progress
P00667,L056,READ01,2026-04-11,81.2,90.0,8.8,74.2,Improving,Learning Milestone,Learning Progress
P00668,L056,READ01,2026-07-18,81.2,78.6,-2.6,100.0,Stable,Course Completion,Successful Completion
P00669,L056,SCI01,2025-10-04,76.9,76.9,0.0,33.1,Stable,Learning Milestone,Learning Progress
P00670,L056,SCI01,2025-11-12,76.9,80.0,3.1,40.0,Stable,Learning Milestone,Learning Progress
P00671,L056,SCI01,2026-03-07,76.9,85.0,8.1,65.2,Improving,Learning Milestone,Learning Progress
P00672,L056,SCI01,2026-08-09,76.9,80.0,3.1,100.0,Stable,Course Completion,Successful Completion
P00673,L057,ELA04,2025-09-08,63.6,63.6,0.0,25.5,Stable,Learning Milestone,Learning Progress
P00674,L057,ELA04,2025-12-15,63.6,66.7,3.1,52.1,Stable,Learning Milestone,Learning Progress
P00675,L057,ELA04,2026-06-20,63.6,69.2,5.6,86.6,Improving,Learning Milestone,Learning Progress
P00676,L057,ELA04,2026-08-19,63.6,71.4,7.8,100.0,Improving,Course Completion,Successful Completion
P00677,L057,MATH04,2025-10-15,69.2,69.2,0.0,37.6,Stable,Learning Milestone,Learning Progress
P00678,L057,MATH04,2025-11-01,69.2,70.6,1.4,32.5,Stable,Learning Milestone,Learning Progress
P00679,L057,MATH04,2026-03-22,69.2,66.7,-2.5,70.1,Stable,Learning Milestone,Learning Progress
P00680,L057,MATH04,2026-06-12,69.2,66.7,-2.5,100.0,Stable,Course Completion,Successful Completion
P00681,L057,SCI03,2025-09-06,68.8,68.8,0.0,27.3,Stable,Learning Milestone,Learning Progress
P00682,L057,SCI03,2026-01-08,68.8,63.6,-5.2,53.8,Needs Attention,Learning Milestone,Learning Progress
P00683,L057,SCI03,2026-03-31,68.8,75.0,6.2,72.9,Improving,Learning Milestone,Learning Progress
P00684,L057,SCI03,2026-07-18,68.8,71.4,2.6,100.0,Stable,Course Completion,Successful Completion
P00685,L058,ELA02,2025-09-11,71.4,71.4,0.0,30.2,Stable,Learning Milestone,Learning Progress
P00686,L058,ELA02,2026-03-17,71.4,70.6,-0.8,70.2,Stable,Learning Milestone,Learning Progress
P00687,L058,ELA02,2026-06-20,71.4,66.7,-4.7,92.2,Stable,Learning Milestone,Learning Progress
P00688,L058,ELA02,2026-07-30,71.4,70.6,-0.8,100.0,Stable,Course Completion,Successful Completion
P00689,L058,MATH02,2025-09-22,60.0,60.0,0.0,31.0,Stable,Learning Milestone,Learning Progress
P00690,L058,MATH02,2025-12-06,60.0,58.8,-1.2,40.9,Stable,Learning Milestone,Learning Progress
P00691,L058,MATH02,2026-05-16,60.0,66.7,6.7,73.9,Improving,Learning Milestone,Learning Progress
P00692,L058,MATH02,2026-08-06,60.0,73.7,13.7,100.0,Improving,Progress Star,Great Improvement
P00693,L058,MATH03,2025-09-30,62.5,62.5,0.0,31.3,Stable,Learning Milestone,Learning Progress
P00694,L058,MATH03,2025-10-28,62.5,66.7,4.2,41.3,Stable,Learning Milestone,Learning Progress
P00695,L058,MATH03,2026-02-10,62.5,68.8,6.3,57.0,Improving,Learning Milestone,Learning Progress
P00696,L058,MATH03,2026-08-17,62.5,61.5,-1.0,100.0,Stable,Course Completion,Successful Completion
P00697,L059,ELA02,2025-11-08,76.9,76.9,0.0,39.9,Stable,Learning Milestone,Learning Progress
P00698,L059,ELA02,2026-01-04,76.9,80.0,3.1,47.3,Stable,Learning Milestone,Learning Progress
P00699,L059,ELA02,2026-03-06,76.9,81.2,4.3,60.4,Stable,Learning Milestone,Learning Progress
P00700,L059,ELA02,2026-08-07,76.9,84.6,7.7,100.0,Improving,Course Completion,Successful Completion
P00701,L059,MATH03,2025-09-13,80.0,80.0,0.0,25.3,Stable,Learning Milestone,Learning Progress
P00702,L059,MATH03,2025-12-15,80.0,85.0,5.0,51.4,Improving,Learning Milestone,Learning Progress
P00703,L059,MATH03,2026-04-15,80.0,76.5,-3.5,74.0,Stable,Learning Milestone,Learning Progress
P00704,L059,MATH03,2026-08-22,80.0,72.7,-7.3,100.0,Needs Attention,Course Completion,Successful Completion
P00705,L059,READ01,2025-11-13,80.0,80.0,0.0,42.2,Stable,Learning Milestone,Learning Progress
P00706,L059,READ01,2025-11-29,80.0,75.0,-5.0,45.4,Needs Attention,Learning Milestone,Learning Progress
P00707,L059,READ01,2026-01-25,80.0,75.0,-5.0,56.8,Needs Attention,Learning Milestone,Learning Progress
P00708,L059,READ01,2026-07-24,80.0,76.5,-3.5,100.0,Stable,Course Completion,Successful Completion
P00709,L060,MATH03,2025-10-13,86.7,86.7,0.0,29.9,Stable,Learning Milestone,Learning Progress
P00710,L060,MATH03,2025-11-16,86.7,93.8,7.1,46.0,Improving,Learning Milestone,Learning Progress
P00711,L060,MATH03,2026-02-12,86.7,94.1,7.4,58.4,Improving,Learning Milestone,Learning Progress
P00712,L060,MATH03,2026-08-31,86.7,100.0,13.3,100.0,Improving,Progress Star,Great Improvement
P00713,L060,READ01,2025-10-04,86.7,86.7,0.0,33.6,Stable,Learning Milestone,Learning Progress
P00714,L060,READ01,2025-11-17,86.7,88.2,1.5,37.9,Stable,Learning Milestone,Learning Progress
P00715,L060,READ01,2025-12-19,86.7,91.7,5.0,43.7,Improving,Learning Milestone,Learning Progress
P00716,L060,READ01,2026-03-02,86.7,94.4,7.7,100.0,Improving,Course Completion,Successful Completion
P00717,L060,SCI02,2025-09-21,91.7,91.7,0.0,26.5,Stable,Learning Milestone,Learning Progress
P00718,L060,SCI02,2025-10-29,91.7,89.5,-2.2,33.3,Stable,Learning Milestone,Learning Progress
P00719,L060,SCI02,2026-01-06,91.7,88.2,-3.5,54.4,Stable,Learning Milestone,Learning Progress
P00720,L060,SCI02,2026-08-20,91.7,91.7,0.0,100.0,Stable,Course Completion,Successful Completion
P00721,L061,ELA04,2025-09-06,80.0,80.0,0.0,31.0,Stable,Learning Milestone,Learning Progress
P00722,L061,ELA04,2025-10-12,80.0,80.0,0.0,30.0,Stable,Learning Milestone,Learning Progress
P00723,L061,ELA04,2026-06-10,80.0,83.3,3.3,76.2,Stable,Learning Milestone,Learning Progress
P00724,L061,ELA04,2026-08-04,80.0,80.0,0.0,100.0,Stable,Course Completion,Successful Completion
P00725,L061,MATH04,2025-09-02,76.9,76.9,0.0,32.6,Stable,Learning Milestone,Learning Progress
P00726,L061,MATH04,2025-10-17,76.9,81.8,4.9,36.6,Stable,Learning Milestone,Learning Progress
P00727,L061,MATH04,2025-12-05,76.9,70.6,-6.3,57.4,Needs Attention,Learning Milestone,Learning Progress
P00728,L061,MATH04,2026-08-18,76.9,78.9,2.0,100.0,Stable,Course Completion,Successful Completion
P00729,L061,READ01,2025-09-12,73.3,73.3,0.0,28.2,Stable,Learning Milestone,Learning Progress
P00730,L061,READ01,2025-10-25,73.3,80.0,6.7,27.5,Improving,Learning Milestone,Learning Progress
P00731,L061,READ01,2025-11-05,73.3,81.8,8.5,40.1,Improving,Learning Milestone,Learning Progress
P00732,L061,READ01,2026-05-19,73.3,80.0,6.7,100.0,Improving,Course Completion,Successful Completion
P00733,L062,ELA04,2025-12-07,76.9,76.9,0.0,43.4,Stable,Learning Milestone,Learning Progress
P00734,L062,ELA04,2026-02-08,76.9,86.7,9.8,57.4,Improving,Learning Milestone,Learning Progress
P00735,L062,ELA04,2026-05-04,76.9,81.2,4.3,75.2,Stable,Learning Milestone,Learning Progress
P00736,L062,ELA04,2026-06-07,76.9,80.0,3.1,100.0,Stable,Course Completion,Successful Completion
P00737,L062,MATH04,2025-09-04,68.4,68.4,0.0,34.0,Stable,Learning Milestone,Learning Progress
P00738,L062,MATH04,2025-11-13,68.4,76.9,8.5,38.6,Improving,Learning Milestone,Learning Progress
P00739,L062,MATH04,2025-12-11,68.4,77.8,9.4,46.5,Improving,Learning Milestone,Learning Progress
P00740,L062,MATH04,2026-06-05,68.4,85.0,16.6,100.0,Improving,Progress Star,Great Improvement
P00741,L062,SCI03,2025-10-01,75.0,75.0,0.0,34.3,Stable,Learning Milestone,Learning Progress
P00742,L062,SCI03,2025-10-02,75.0,76.5,1.5,32.1,Stable,Learning Milestone,Learning Progress
P00743,L062,SCI03,2026-02-24,75.0,80.0,5.0,60.1,Improving,Learning Milestone,Learning Progress
P00744,L062,SCI03,2026-07-15,75.0,85.7,10.7,100.0,Improving,Progress Star,Great Improvement
P00745,L063,MATH04,2025-10-05,76.9,76.9,0.0,33.0,Stable,Learning Milestone,Learning Progress
P00746,L063,MATH04,2025-11-12,76.9,85.7,8.8,38.6,Improving,Learning Milestone,Learning Progress
P00747,L063,MATH04,2026-02-13,76.9,75.0,-1.9,58.8,Stable,Learning Milestone,Learning Progress
P00748,L063,MATH04,2026-08-28,76.9,86.7,9.8,100.0,Improving,Course Completion,Successful Completion
P00749,L063,READ01,2025-09-09,76.5,76.5,0.0,32.4,Stable,Learning Milestone,Learning Progress
P00750,L063,READ01,2025-11-17,76.5,75.0,-1.5,44.3,Stable,Learning Milestone,Learning Progress
P00751,L063,READ01,2025-12-21,76.5,73.7,-2.8,53.6,Stable,Learning Milestone,Learning Progress
P00752,L063,READ01,2026-07-01,76.5,82.4,5.9,100.0,Improving,Course Completion,Successful Completion
P00753,L063,SCI03,2025-09-10,73.3,73.3,0.0,29.2,Stable,Learning Milestone,Learning Progress
P00754,L063,SCI03,2025-12-17,73.3,75.0,1.7,42.5,Stable,Learning Milestone,Learning Progress
P00755,L063,SCI03,2026-03-09,73.3,80.0,6.7,71.3,Improving,Learning Milestone,Learning Progress
P00756,L063,SCI03,2026-04-17,73.3,76.9,3.6,100.0,Stable,Course Completion,Successful Completion
P00757,L064,ELA04,2025-09-10,63.6,63.6,0.0,25.8,Stable,Learning Milestone,Learning Progress
P00758,L064,ELA04,2026-02-08,63.6,58.8,-4.8,60.8,Stable,Learning Milestone,Learning Progress
P00759,L064,ELA04,2026-05-09,63.6,53.8,-9.8,79.5,Needs Attention,Learning Milestone,Learning Progress
P00760,L064,ELA04,2026-06-16,63.6,64.7,1.1,100.0,Stable,Course Completion,Successful Completion
P00761,L064,READ01,2025-09-06,58.3,58.3,0.0,24.4,Stable,Learning Milestone,Learning Progress
P00762,L064,READ01,2026-01-06,58.3,54.5,-3.8,48.7,Stable,Learning Milestone,Learning Progress
P00763,L064,READ01,2026-01-31,58.3,58.3,0.0,66.5,Stable,Learning Milestone,Learning Progress
P00764,L064,READ01,2026-08-25,58.3,64.7,6.4,100.0,Improving,Course Completion,Successful Completion
P00765,L064,SCI03,2025-11-14,57.1,57.1,0.0,39.6,Stable,Learning Milestone,Learning Progress
P00766,L064,SCI03,2026-02-15,57.1,60.0,2.9,56.6,Stable,Learning Milestone,Learning Progress
P00767,L064,SCI03,2026-05-06,57.1,61.5,4.4,76.9,Stable,Learning Milestone,Learning Progress
P00768,L064,SCI03,2026-07-15,57.1,50.0,-7.1,100.0,Needs Attention,Course Completion,Successful Completion
P00769,L065,ELA03,2025-09-29,72.2,72.2,0.0,30.7,Stable,Learning Milestone,Learning Progress
P00770,L065,ELA03,2025-12-26,72.2,76.9,4.7,50.4,Stable,Learning Milestone,Learning Progress
P00771,L065,ELA03,2026-01-12,72.2,75.0,2.8,59.5,Stable,Learning Milestone,Learning Progress
P00772,L065,ELA03,2026-08-16,72.2,76.5,4.3,100.0,Stable,Course Completion,Successful Completion
P00773,L065,MATH02,2025-09-09,66.7,66.7,0.0,26.8,Stable,Learning Milestone,Learning Progress
P00774,L065,MATH02,2025-11-03,66.7,68.8,2.1,35.4,Stable,Learning Milestone,Learning Progress
P00775,L065,MATH02,2026-02-15,66.7,75.0,8.3,60.6,Improving,Learning Milestone,Learning Progress
P00776,L065,MATH02,2026-06-10,66.7,80.0,13.3,100.0,Improving,Progress Star,Great Improvement
