assessment_id,learner_id,course_id,assessment_date,assessment_type,attempt_number,questions_attempted,questions_correct,score_percentage,retry_count
AS00779,L037,SCI01,2025-09-06,Test,2,17,12,70.6,1
AS00780,L037,SCI01,2025-09-11,Test,1,13,10,76.9,0
AS00781,L037,SCI01,2025-11-26,Quiz,1,20,15,75.0,0
AS00782,L037,SCI01,2025-12-21,Practice,1,12,9,75.0,0
AS00783,L037,SCI01,2026-03-11,Quiz,2,14,11,78.6,1
AS00784,L037,SCI01,2026-06-30,Quiz,1,19,14,73.7,0
AS00785,L037,SCI01,2026-07-18,Quiz,2,13,9,69.2,1
AS00786,L037,SCI01,2026-07-24,Practice,1,12,9,75.0,0
AS00787,L037,ELA01,2025-10-18,Test,1,17,13,76.5,0
AS00788,L037,ELA01,2026-01-14,Test,2,12,10,83.3,1
AS00789,L037,ELA01,2026-02-26,Test,2,16,12,75.0,1
AS00790,L037,ELA01,2026-03-01,Practice,1,13,9,69.2,0
AS00791,L037,ELA01,2026-03-06,Test,1,15,11,73.3,0
AS00792,L037,ELA01,2026-05-09,Test,1,14,12,85.7,0
AS00793,L037,ELA01,2026-05-26,Test,1,18,14,77.8,0
AS00794,L037,ELA01,2026-06-24,Quiz,2,14,11,78.6,1
AS00795,L037,ELA01,2026-07-26,Practice,2,14,11,78.6,1
AS00796,L037,MATH01,2025-10-30,Practice,1,12,10,83.3,0
AS00797,L037,MATH01,2025-12-05,Test,1,15,11,73.3,0
AS00798,L037,MATH01,2026-05-02,Practice,1,19,14,73.7,0
AS00799,L037,MATH01,2026-05-23,Quiz,1,11,8,72.7,0
AS00800,L037,MATH01,2026-07-21,Practice,1,12,9,75.0,0
AS00801,L037,MATH01,2026-08-04,Quiz,1,15,11,73.3,0
AS00802,L038,READ01,2025-09-12,Practice,1,17,13,76.5,0
AS00803,L038,READ01,2025-11-23,Practice,1,19,14,73.7,0
AS00804,L038,READ01,2025-12-05,Quiz,1,16,13,81.2,0
AS00805,L038,READ01,2026-02-04,Test,1,14,11,78.6,0
AS00806,L038,READ01,2026-03-03,Practice,1,15,12,80.0,0
AS00807,L038,READ01,2026-04-28,Quiz,2,14,12,85.7,1
AS00808,L038,READ01,2026-06-07,Practice,1,18,15,83.3,0
AS00809,L038,SCI01,2025-09-15,Test,1,19,14,73.7,0
AS00810,L038,SCI01,2025-11-23,Test,1,13,10,76.9,0
AS00811,L038,SCI01,2025-11-25,Practice,1,12,10,83.3,0
AS00812,L038,SCI01,2026-02-01,Practice,1,10,8,80.0,0
AS00813,L038,SCI01,2026-03-25,Practice,1,12,9,75.0,0
AS00814,L038,SCI01,2026-05-21,Quiz,1,16,13,81.2,0
AS00815,L038,SCI01,2026-06-23,Quiz,1,20,16,80.0,0
AS00816,L038,SCI01,2026-07-01,Quiz,1,14,10,71.4,0
AS00817,L038,MATH01,2025-10-17,Quiz,2,15,11,73.3,1
AS00818,L038,MATH01,2025-11-18,Test,2,15,11,73.3,1
AS00819,L038,MATH01,2025-12-14,Quiz,1,20,16,80.0,0
AS00820,L038,MATH01,2026-01-04,Practice,1,17,12,70.6,0
AS00821,L038,MATH01,2026-04-12,Quiz,1,13,9,69.2,0
AS00822,L038,MATH01,2026-06-12,Quiz,1,16,13,81.2,0
AS00823,L038,MATH01,2026-08-17,Practice,1,16,13,81.2,0
AS00824,L039,READ01,2025-09-14,Quiz,1,13,9,69.2,0
AS00825,L039,READ01,2025-10-07,Practice,1,13,9,69.2,0
AS00826,L039,READ01,2026-02-25,Test,1,18,13,72.2,0
AS00827,L039,READ01,2026-03-21,Quiz,1,19,14,73.7,0
AS00828,L039,READ01,2026-05-09,Practice,2,20,15,75.0,1
AS00829,L039,READ01,2026-06-01,Practice,2,13,10,76.9,1
AS00830,L039,READ01,2026-06-28,Practice,2,16,12,75.0,1
AS00831,L039,READ01,2026-07-03,Quiz,2,20,15,75.0,1
AS00832,L039,READ01,2026-08-09,Test,1,14,11,78.6,0
AS00833,L039,ELA04,2025-09-18,Practice,1,17,12,70.6,0
AS00834,L039,ELA04,2025-10-25,Test,1,20,15,75.0,0
AS00835,L039,ELA04,2025-11-23,Quiz,1,16,11,68.8,0
AS00836,L039,ELA04,2025-12-01,Test,1,12,9,75.0,0
AS00837,L039,ELA04,2026-01-12,Practice,1,18,13,72.2,0
AS00838,L039,ELA04,2026-03-23,Test,1,10,7,70.0,0
AS00839,L039,ELA04,2026-04-04,Quiz,1,16,12,75.0,0
AS00840,L039,ELA04,2026-05-23,Test,1,14,11,78.6,0
AS00841,L039,ELA04,2026-08-16,Practice,1,20,16,80.0,0
AS00842,L039,MATH04,2025-10-28,Test,1,18,13,72.2,0
AS00843,L039,MATH04,2025-12-01,Practice,2,11,8,72.7,1
AS00844,L039,MATH04,2026-02-19,Test,2,19,15,78.9,1
AS00845,L039,MATH04,2026-03-06,Practice,1,19,15,78.9,0
AS00846,L039,MATH04,2026-04-06,Practice,2,16,12,75.0,1
AS00847,L039,MATH04,2026-05-01,Practice,2,10,7,70.0,1
AS00848,L039,MATH04,2026-06-01,Test,1,17,12,70.6,0
AS00849,L039,MATH04,2026-08-31,Practice,1,20,15,75.0,0
AS00850,L040,MATH04,2025-09-13,Practice,2,16,11,68.8,1
AS00851,L040,MATH04,2025-12-01,Test,1,14,10,71.4,0
AS00852,L040,MATH04,2026-01-15,Quiz,2,11,7,63.6,1
AS00853,L040,MATH04,2026-01-29,Quiz,1,18,12,66.7,0
AS00854,L040,MATH04,2026-01-30,Quiz,2,12,7,58.3,1
AS00855,L040,MATH04,2026-03-02,Test,1,12,7,58.3,0
AS00856,L040,MATH04,2026-06-05,Practice,2,17,11,64.7,1
AS00857,L040,MATH04,2026-08-12,Test,1,15,11,73.3,0
AS00858,L040,SCI03,2025-09-21,Test,2,10,7,70.0,1
AS00859,L040,SCI03,2025-10-10,Quiz,1,20,12,60.0,0
AS00860,L040,SCI03,2026-02-15,Test,2,16,10,62.5,1
AS00861,L040,SCI03,2026-03-10,Test,2,11,7,63.6,1
AS00862,L040,SCI03,2026-04-23,Quiz,2,14,9,64.3,1
AS00863,L040,SCI03,2026-05-27,Practice,1,12,8,66.7,0
AS00864,L040,SCI03,2026-06-19,Quiz,1,20,15,75.0,0
AS00865,L040,READ01,2025-10-30,Practice,1,10,7,70.0,0
AS00866,L040,READ01,2025-12-08,Practice,1,13,8,61.5,0
AS00867,L040,READ01,2026-01-03,Quiz,1,14,9,64.3,0
AS00868,L040,READ01,2026-01-12,Quiz,2,14,8,57.1,1
AS00869,L040,READ01,2026-02-03,Quiz,2,19,12,63.2,1
AS00870,L040,READ01,2026-05-22,Quiz,2,20,13,65.0,1
AS00871,L040,READ01,2026-06-04,Practice,2,16,10,62.5,1
AS00872,L040,READ01,2026-06-20,Practice,2,20,13,65.0,1
AS00873,L040,READ01,2026-07-13,Test,1,17,12,70.6,0
AS00874,L041,SCI01,2025-09-10,Test,2,19,15,78.9,1
AS00875,L041,SCI01,2025-10-03,Test,1,19,15,78.9,0
AS00876,L041,SCI01,2025-10-20,Practice,1,16,14,87.5,0
AS00877,L041,SCI01,2025-12-23,Test,1,18,13,72.2,0
AS00878,L041,SCI01,2025-12-23,Practice,1,10,8,80.0,0
AS00879,L041,SCI01,2025-12-25,Quiz,1,15,12,80.0,0
AS00880,L041,SCI01,2026-02-14,Practice,1,17,14,82.4,0
AS00881,L041,SCI01,2026-08-30,Quiz,1,13,11,84.6,0
AS00882,L041,READ01,2025-09-17,Test,2,15,12,80.0,1
AS00883,L041,READ01,2025-10-11,Practice,1,18,14,77.8,0
AS00884,L041,READ01,2026-01-09,Practice,1,15,12,80.0,0
AS00885,L041,READ01,2026-03-26,Test,1,10,8,80.0,0
AS00886,L041,READ01,2026-05-08,Test,1,12,9,75.0,0
AS00887,L041,READ01,2026-06-15,Quiz,1,16,13,81.2,0
AS00888,L041,READ01,2026-06-20,Practice,1,14,12,85.7,0
AS00889,L041,READ01,2026-07-21,Test,1,13,11,84.6,0
AS00890,L041,READ01,2026-08-05,Quiz,1,12,10,83.3,0
AS00891,L041,ELA01,2025-10-27,Test,1,12,9,75.0,0
AS00892,L041,ELA01,2025-12-18,Practice,1,16,13,81.2,0
AS00893,L041,ELA01,2025-12-21,Test,1,13,10,76.9,0
AS00894,L041,ELA01,2026-01-27,Practice,1,14,12,85.7,0
AS00895,L041,ELA01,2026-03-22,Test,1,20,16,80.0,0
AS00896,L041,ELA01,2026-06-20,Practice,1,20,17,85.0,0
AS00897,L042,READ01,2025-11-20,Practice,2,14,8,57.1,1
AS00898,L042,READ01,2025-11-30,Test,1,17,10,58.8,0
AS00899,L042,READ01,2025-12-25,Test,2,11,7,63.6,1
AS00900,L042,READ01,2026-01-25,Practice,1,16,10,62.5,0
AS00901,L042,READ01,2026-03-24,Test,1,13,8,61.5,0
AS00902,L042,READ01,2026-03-26,Test,2,13,8,61.5,1
AS00903,L042,READ01,2026-04-19,Test,1,18,11,61.1,0
AS00904,L042,READ01,2026-04-26,Quiz,1,19,13,68.4,0
AS00905,L042,READ01,2026-05-12,Quiz,1,15,11,73.3,0
AS00906,L042,ELA04,2025-09-12,Quiz,1,13,7,53.8,0
AS00907,L042,ELA04,2025-10-17,Quiz,2,17,11,64.7,1
AS00908,L042,ELA04,2026-03-09,Test,1,12,8,66.7,0
AS00909,L042,ELA04,2026-03-19,Practice,1,13,9,69.2,0
AS00910,L042,ELA04,2026-05-20,Quiz,1,11,8,72.7,0
AS00911,L042,ELA04,2026-06-10,Quiz,1,19,13,68.4,0
AS00912,L042,ELA04,2026-07-05,Quiz,1,20,13,65.0,0
AS00913,L042,ELA04,2026-08-01,Test,1,12,8,66.7,0
AS00914,L042,ELA04,2026-08-17,Test,2,20,13,65.0,1
AS00915,L042,SCI03,2025-09-04,Practice,1,16,10,62.5,0
AS00916,L042,SCI03,2025-09-17,Practice,2,16,9,56.2,1
AS00917,L042,SCI03,2025-10-06,Test,1,14,8,57.1,0
AS00918,L042,SCI03,2025-11-21,Test,1,11,7,63.6,0
AS00919,L042,SCI03,2026-01-04,Test,1,20,13,65.0,0
AS00920,L042,SCI03,2026-04-25,Test,1,10,7,70.0,0
AS00921,L042,SCI03,2026-08-13,Practice,2,10,7,70.0,1
AS00922,L042,SCI03,2026-08-16,Test,1,10,7,70.0,0
AS00923,L043,READ01,2025-10-24,Quiz,1,16,10,62.5,0
AS00924,L043,READ01,2025-10-28,Quiz,1,13,8,61.5,0
AS00925,L043,READ01,2025-11-03,Test,2,14,8,57.1,1
AS00926,L043,READ01,2025-11-14,Test,2,11,7,63.6,1
AS00927,L043,READ01,2025-11-26,Practice,1,17,11,64.7,0
AS00928,L043,READ01,2026-01-13,Practice,2,15,10,66.7,1
AS00929,L043,READ01,2026-03-07,Test,1,15,11,73.3,0
AS00930,L043,READ01,2026-04-08,Test,1,14,9,64.3,0
AS00931,L043,READ01,2026-06-24,Quiz,1,10,6,60.0,0
AS00932,L043,MATH01,2025-09-14,Practice,1,19,12,63.2,0
AS00933,L043,MATH01,2025-11-21,Quiz,1,17,10,58.8,0
AS00934,L043,MATH01,2025-12-23,Practice,2,12,8,66.7,1
AS00935,L043,MATH01,2026-01-28,Quiz,2,16,10,62.5,1
AS00936,L043,MATH01,2026-02-05,Test,1,10,6,60.0,0
AS00937,L043,MATH01,2026-03-05,Quiz,2,14,9,64.3,1
AS00938,L043,MATH01,2026-03-09,Test,2,14,9,64.3,1
AS00939,L043,MATH01,2026-06-16,Test,2,18,11,61.1,1
AS00940,L043,SCI01,2025-11-19,Practice,2,15,9,60.0,1
AS00941,L043,SCI01,2026-02-08,Test,2,20,13,65.0,1
AS00942,L043,SCI01,2026-02-24,Practice,2,17,12,70.6,1
AS00943,L043,SCI01,2026-05-15,Quiz,1,10,6,60.0,0
AS00944,L043,SCI01,2026-05-26,Quiz,2,15,10,66.7,1
AS00945,L043,SCI01,2026-06-28,Test,2,13,8,61.5,1
AS00946,L043,SCI01,2026-07-27,Practice,1,11,7,63.6,0
AS00947,L044,SCI03,2025-09-07,Quiz,2,10,6,60.0,1
AS00948,L044,SCI03,2025-12-13,Practice,1,15,10,66.7,0
AS00949,L044,SCI03,2025-12-26,Test,1,18,11,61.1,0
AS00950,L044,SCI03,2026-03-06,Quiz,1,18,12,66.7,0
AS00951,L044,SCI03,2026-04-24,Quiz,1,17,12,70.6,0
AS00952,L044,SCI03,2026-05-27,Test,2,13,9,69.2,1
AS00953,L044,SCI03,2026-06-19,Test,1,12,8,66.7,0
AS00954,L044,SCI03,2026-07-24,Test,2,13,9,69.2,1
AS00955,L044,SCI03,2026-08-07,Test,2,17,12,70.6,1
AS00956,L044,READ01,2025-10-03,Quiz,2,10,6,60.0,1
AS00957,L044,READ01,2025-10-17,Practice,1,19,13,68.4,0
AS00958,L044,READ01,2025-11-07,Quiz,2,17,11,64.7,1
AS00959,L044,READ01,2025-12-07,Quiz,1,15,10,66.7,0
AS00960,L044,READ01,2026-01-21,Practice,1,13,9,69.2,0
AS00961,L044,READ01,2026-02-03,Quiz,2,11,7,63.6,1
AS00962,L044,READ01,2026-05-26,Test,1,18,12,66.7,0
AS00963,L044,READ01,2026-06-10,Quiz,2,17,11,64.7,1
AS00964,L044,MATH04,2025-09-01,Test,1,14,8,57.1,0
AS00965,L044,MATH04,2025-10-28,Quiz,2,14,9,64.3,1
AS00966,L044,MATH04,2025-12-09,Test,1,15,10,66.7,0
AS00967,L044,MATH04,2026-04-15,Practice,1,14,10,71.4,0
AS00968,L044,MATH04,2026-04-22,Quiz,1,14,10,71.4,0
AS00969,L044,MATH04,2026-06-29,Test,2,15,10,66.7,1
AS00970,L044,MATH04,2026-07-12,Practice,1,18,13,72.2,0
AS00971,L044,MATH04,2026-07-23,Quiz,1,11,7,63.6,0
AS00972,L044,MATH04,2026-07-27,Test,2,17,11,64.7,1
AS00973,L045,READ01,2025-10-04,Test,1,15,10,66.7,0
AS00974,L045,READ01,2025-10-19,Quiz,2,12,7,58.3,1
AS00975,L045,READ01,2025-11-23,Test,2,13,9,69.2,1
AS00976,L045,READ01,2025-12-01,Test,2,14,9,64.3,1
AS00977,L045,READ01,2026-02-03,Practice,2,17,11,64.7,1
AS00978,L045,READ01,2026-04-10,Test,2,19,11,57.9,1
AS00979,L045,READ01,2026-04-15,Quiz,1,12,8,66.7,0
AS00980,L045,READ01,2026-05-12,Quiz,1,16,10,62.5,0
AS00981,L045,READ01,2026-08-11,Practice,1,19,12,63.2,0
AS00982,L045,ELA04,2025-12-27,Test,1,12,8,66.7,0
AS00983,L045,ELA04,2026-01-13,Practice,1,15,10,66.7,0
AS00984,L045,ELA04,2026-01-16,Test,2,17,11,64.7,1
AS00985,L045,ELA04,2026-02-03,Quiz,1,16,10,62.5,0
AS00986,L045,ELA04,2026-03-09,Practice,2,16,10,62.5,1
AS00987,L045,ELA04,2026-04-02,Quiz,1,15,10,66.7,0
AS00988,L045,ELA04,2026-04-30,Quiz,1,17,11,64.7,0
AS00989,L045,ELA04,2026-07-02,Test,2,13,8,61.5,1
AS00990,L045,ELA04,2026-08-01,Practice,2,14,8,57.1,1
AS00991,L045,MATH04,2026-02-12,Test,1,13,9,69.2,0
AS00992,L045,MATH04,2026-02-14,Practice,2,18,11,61.1,1
AS00993,L045,MATH04,2026-03-15,Quiz,2,11,7,63.6,1
AS00994,L045,MATH04,2026-04-07,Test,1,15,9,60.0,0
AS00995,L045,MATH04,2026-06-13,Quiz,2,19,12,63.2,1
AS00996,L045,MATH04,2026-06-14,Test,2,20,12,60.0,1
AS00997,L046,ELA01,2025-09-29,Practice,1,15,13,86.7,0
AS00998,L046,ELA01,2025-10-01,Quiz,1,17,15,88.2,0
AS00999,L046,ELA01,2025-10-22,Test,1,17,15,88.2,0
AS01000,L046,ELA01,2026-01-06,Test,1,11,9,81.8,0
AS01001,L046,ELA01,2026-01-22,Quiz,1,16,14,87.5,0
AS01002,L046,ELA01,2026-03-12,Quiz,1,19,17,89.5,0
AS01003,L046,ELA01,2026-06-28,Quiz,2,18,15,83.3,1
AS01004,L046,ELA01,2026-07-08,Test,1,15,13,86.7,0
AS01005,L046,ELA01,2026-07-25,Practice,1,14,13,92.9,0
AS01006,L046,SCI01,2025-10-05,Quiz,1,17,15,88.2,0
AS01007,L046,SCI01,2025-11-11,Quiz,1,12,10,83.3,0
AS01008,L046,SCI01,2026-02-08,Quiz,1,17,15,88.2,0
AS01009,L046,SCI01,2026-03-04,Practice,1,20,17,85.0,0
AS01010,L046,SCI01,2026-08-25,Quiz,1,14,14,100.0,0
AS01011,L046,SCI01,2026-08-31,Practice,1,12,11,91.7,0
AS01012,L046,MATH01,2025-09-09,Test,1,16,14,87.5,0
AS01013,L046,MATH01,2025-09-25,Practice,1,15,13,86.7,0
AS01014,L046,MATH01,2025-10-01,Test,1,14,13,92.9,0
AS01015,L046,MATH01,2026-03-11,Test,1,11,9,81.8,0
AS01016,L046,MATH01,2026-03-22,Quiz,1,11,10,90.9,0
AS01017,L046,MATH01,2026-05-08,Test,1,18,17,94.4,0
AS01018,L046,MATH01,2026-05-21,Practice,1,11,10,90.9,0
AS01019,L046,MATH01,2026-05-29,Quiz,1,19,18,94.7,0
AS01020,L046,MATH01,2026-06-17,Practice,1,11,10,90.9,0
AS01021,L047,ELA03,2025-10-08,Test,1,19,14,73.7,0
AS01022,L047,ELA03,2025-11-17,Practice,1,16,13,81.2,0
AS01023,L047,ELA03,2025-12-03,Test,2,19,15,78.9,1
AS01024,L047,ELA03,2026-02-17,Quiz,2,16,13,81.2,1
AS01025,L047,ELA03,2026-04-20,Practice,1,15,13,86.7,0
AS01026,L047,ELA03,2026-04-27,Practice,1,13,10,76.9,0
AS01027,L047,ELA03,2026-07-29,Test,1,18,15,83.3,0
AS01028,L047,ELA03,2026-07-31,Test,1,13,11,84.6,0
AS01029,L047,MATH03,2025-10-22,Quiz,1,10,8,80.0,0
AS01030,L047,MATH03,2025-11-15,Quiz,1,12,9,75.0,0
AS01031,L047,MATH03,2025-11-18,Quiz,1,15,11,73.3,0
AS01032,L047,MATH03,2025-12-02,Practice,1,20,16,80.0,0
AS01033,L047,MATH03,2025-12-06,Practice,1,12,9,75.0,0
AS01034,L047,MATH03,2025-12-15,Quiz,1,13,10,76.9,0
AS01035,L047,MATH03,2026-02-05,Practice,2,15,12,80.0,1
AS01036,L047,MATH03,2026-06-23,Practice,1,11,9,81.8,0
AS01037,L047,ELA02,2025-09-26,Practice,2,16,12,75.0,1
AS01038,L047,ELA02,2025-12-16,Quiz,1,19,15,78.9,0
AS01039,L047,ELA02,2026-03-14,Test,1,12,9,75.0,0
AS01040,L047,ELA02,2026-04-13,Quiz,1,18,15,83.3,0
AS01041,L047,ELA02,2026-04-16,Test,1,11,9,81.8,0
AS01042,L047,ELA02,2026-04-17,Practice,1,19,14,73.7,0
AS01043,L048,ELA02,2025-10-17,Practice,2,17,14,82.4,1
AS01044,L048,ELA02,2025-10-28,Quiz,1,16,13,81.2,0
AS01045,L048,ELA02,2025-12-07,Practice,1,15,13,86.7,0
AS01046,L048,ELA02,2025-12-17,Test,1,11,9,81.8,0
AS01047,L048,ELA02,2026-01-09,Test,1,14,12,85.7,0
AS01048,L048,ELA02,2026-03-04,Practice,1,11,9,81.8,0
AS01049,L048,ELA02,2026-05-03,Practice,2,17,15,88.2,1
AS01050,L048,ELA02,2026-05-18,Quiz,1,20,17,85.0,0
AS01051,L048,ELA02,2026-05-19,Quiz,1,12,10,83.3,0
AS01052,L048,MATH03,2025-11-05,Quiz,2,10,8,80.0,1
AS01053,L048,MATH03,2025-11-11,Test,1,20,16,80.0,0
AS01054,L048,MATH03,2025-11-19,Practice,1,16,13,81.2,0
AS01055,L048,MATH03,2026-04-29,Test,1,12,10,83.3,0
AS01056,L048,MATH03,2026-05-24,Test,1,12,10,83.3,0
AS01057,L048,MATH03,2026-08-22,Quiz,1,12,10,83.3,0
AS01058,L048,ELA03,2025-09-16,Quiz,1,14,12,85.7,0
AS01059,L048,ELA03,2025-12-14,Practice,1,10,9,90.0,0
AS01060,L048,ELA03,2026-02-04,Quiz,1,10,8,80.0,0
AS01061,L048,ELA03,2026-03-11,Practice,2,16,12,75.0,1
AS01062,L048,ELA03,2026-03-26,Quiz,1,19,16,84.2,0
AS01063,L048,ELA03,2026-05-13,Practice,1,12,10,83.3,0
AS01064,L048,ELA03,2026-07-18,Quiz,2,13,11,84.6,1
AS01065,L049,READ01,2025-11-08,Quiz,1,19,14,73.7,0
AS01066,L049,READ01,2026-04-01,Practice,1,14,10,71.4,0
AS01067,L049,READ01,2026-04-14,Test,1,12,9,75.0,0
AS01068,L049,READ01,2026-04-26,Test,1,15,13,86.7,0
AS01069,L049,READ01,2026-05-02,Test,1,11,8,72.7,0
AS01070,L049,READ01,2026-06-02,Quiz,2,19,15,78.9,1
AS01071,L049,ELA01,2025-10-13,Quiz,2,19,15,78.9,1
AS01072,L049,ELA01,2025-10-19,Test,1,14,12,85.7,0
AS01073,L049,ELA01,2025-11-13,Practice,1,14,11,78.6,0
AS01074,L049,ELA01,2025-12-25,Test,1,20,16,80.0,0
AS01075,L049,ELA01,2026-01-23,Practice,1,19,15,78.9,0
AS01076,L049,ELA01,2026-03-26,Practice,1,12,9,75.0,0
AS01077,L049,ELA01,2026-08-04,Test,1,20,16,80.0,0
AS01078,L049,SCI01,2025-09-08,Quiz,1,12,10,83.3,0
AS01079,L049,SCI01,2025-09-25,Quiz,1,12,9,75.0,0
AS01080,L049,SCI01,2025-12-03,Practice,1,19,14,73.7,0
AS01081,L049,SCI01,2025-12-11,Test,1,13,10,76.9,0
AS01082,L049,SCI01,2026-03-17,Quiz,1,16,13,81.2,0
AS01083,L049,SCI01,2026-07-21,Test,1,17,13,76.5,0
AS01084,L050,SCI02,2025-10-31,Practice,1,17,10,58.8,0
AS01085,L050,SCI02,2025-12-05,Practice,2,20,12,60.0,1
AS01086,L050,SCI02,2026-01-09,Practice,2,18,11,61.1,1
AS01087,L050,SCI02,2026-01-22,Test,1,16,10,62.5,0
AS01088,L050,SCI02,2026-02-20,Practice,2,12,8,66.7,1
AS01089,L050,SCI02,2026-02-20,Test,3,11,6,54.5,2
AS01090,L050,SCI02,2026-02-22,Practice,2,14,9,64.3,1
AS01091,L050,SCI02,2026-05-22,Test,2,14,9,64.3,1
AS01092,L050,SCI02,2026-08-02,Test,1,11,7,63.6,0
AS01093,L050,READ01,2025-09-09,Practice,1,13,7,53.8,0
AS01094,L050,READ01,2025-11-12,Quiz,1,18,10,55.6,0
AS01095,L050,READ01,2025-12-09,Test,1,19,12,63.2,0
AS01096,L050,READ01,2025-12-23,Practice,1,10,6,60.0,0
AS01097,L050,READ01,2026-03-23,Test,2,18,12,66.7,1
AS01098,L050,READ01,2026-05-20,Quiz,1,12,8,66.7,0
AS01099,L050,READ01,2026-08-15,Test,2,20,13,65.0,1
AS01100,L050,ELA02,2025-09-26,Test,2,16,10,62.5,1
AS01101,L050,ELA02,2025-11-17,Practice,1,16,10,62.5,0
AS01102,L050,ELA02,2025-12-13,Practice,2,15,10,66.7,1
AS01103,L050,ELA02,2026-01-21,Test,2,10,6,60.0,1
AS01104,L050,ELA02,2026-04-06,Quiz,1,18,12,66.7,0
AS01105,L050,ELA02,2026-06-04,Quiz,1,19,12,63.2,0
AS01106,L050,ELA02,2026-07-10,Quiz,1,10,7,70.0,0
AS01107,L051,MATH02,2025-11-21,Quiz,1,16,12,75.0,0
AS01108,L051,MATH02,2025-11-22,Practice,2,15,12,80.0,1
AS01109,L051,MATH02,2026-01-03,Quiz,1,12,9,75.0,0
AS01110,L051,MATH02,2026-03-20,Quiz,1,19,14,73.7,0
AS01111,L051,MATH02,2026-04-03,Test,1,13,10,76.9,0
AS01112,L051,MATH02,2026-05-05,Quiz,1,14,11,78.6,0
AS01113,L051,MATH02,2026-07-28,Practice,1,20,16,80.0,0
AS01114,L051,READ01,2025-12-28,Test,1,14,11,78.6,0
AS01115,L051,READ01,2026-04-13,Quiz,1,19,14,73.7,0
AS01116,L051,READ01,2026-04-30,Quiz,1,15,12,80.0,0
AS01117,L051,READ01,2026-07-04,Practice,1,16,12,75.0,0
AS01118,L051,READ01,2026-07-19,Practice,1,11,8,72.7,0
AS01119,L051,READ01,2026-08-05,Test,2,19,15,78.9,1
AS01120,L051,ELA03,2025-10-16,Test,1,20,16,80.0,0
AS01121,L051,ELA03,2025-10-23,Test,1,16,13,81.2,0
AS01122,L051,ELA03,2025-12-25,Practice,1,11,9,81.8,0
AS01123,L051,ELA03,2026-01-02,Test,1,14,10,71.4,0
AS01124,L051,ELA03,2026-01-28,Test,1,18,14,77.8,0
AS01125,L051,ELA03,2026-03-05,Quiz,1,14,11,78.6,0
AS01126,L051,ELA03,2026-05-26,Practice,2,10,7,70.0,1
AS01127,L051,ELA03,2026-07-04,Quiz,1,13,10,76.9,0
AS01128,L051,ELA03,2026-07-06,Practice,1,19,15,78.9,0
AS01129,L052,READ01,2026-03-12,Test,1,19,15,78.9,0
AS01130,L052,READ01,2026-05-08,Quiz,2,16,12,75.0,1
AS01131,L052,READ01,2026-06-15,Test,1,19,14,73.7,0
AS01132,L052,READ01,2026-06-17,Quiz,1,11,9,81.8,0
AS01133,L052,READ01,2026-07-08,Test,1,13,9,69.2,0
AS01134,L052,READ01,2026-08-29,Practice,1,19,15,78.9,0
AS01135,L052,MATH02,2026-02-25,Test,1,10,7,70.0,0
AS01136,L052,MATH02,2026-04-14,Quiz,1,16,12,75.0,0
AS01137,L052,MATH02,2026-04-24,Quiz,1,13,10,76.9,0
AS01138,L052,MATH02,2026-05-26,Quiz,1,20,15,75.0,0
AS01139,L052,MATH02,2026-06-21,Quiz,1,14,10,71.4,0
AS01140,L052,MATH02,2026-07-29,Practice,1,17,15,88.2,0
AS01141,L052,ELA02,2025-09-25,Test,1,17,12,70.6,0
AS01142,L052,ELA02,2026-01-06,Quiz,1,14,12,85.7,0
AS01143,L052,ELA02,2026-01-20,Test,1,13,10,76.9,0
AS01144,L052,ELA02,2026-02-14,Practice,1,20,15,75.0,0
AS01145,L052,ELA02,2026-02-24,Quiz,1,15,12,80.0,0
AS01146,L052,ELA02,2026-02-28,Practice,1,17,14,82.4,0
AS01147,L052,ELA02,2026-04-17,Test,1,15,11,73.3,0
AS01148,L052,ELA02,2026-08-16,Practice,1,13,10,76.9,0
AS01149,L053,ELA04,2025-10-17,Practice,1,20,19,95.0,0
AS01150,L053,ELA04,2026-02-08,Test,1,13,12,92.3,0
AS01151,L053,ELA04,2026-03-27,Practice,1,17,17,100.0,0
AS01152,L053,ELA04,2026-05-13,Quiz,1,15,14,93.3,0
AS01153,L053,ELA04,2026-07-16,Quiz,2,15,15,100.0,1
AS01154,L053,ELA04,2026-07-25,Test,1,19,18,94.7,0
AS01155,L053,READ01,2025-10-09,Test,2,11,10,90.9,1
AS01156,L053,READ01,2025-12-01,Practice,1,20,19,95.0,0
AS01157,L053,READ01,2025-12-11,Test,1,12,11,91.7,0
AS01158,L053,READ01,2026-03-23,Practice,1,15,14,93.3,0
AS01159,L053,READ01,2026-06-03,Test,1,11,10,90.9,0
AS01160,L053,READ01,2026-06-14,Quiz,1,14,14,100.0,0
AS01161,L053,READ01,2026-07-14,Practice,1,15,15,100.0,0
AS01162,L053,READ01,2026-08-23,Quiz,1,10,10,100.0,0
AS01163,L053,SCI03,2025-09-14,Quiz,1,20,19,95.0,0
AS01164,L053,SCI03,2025-12-22,Quiz,1,10,9,90.0,0
AS01165,L053,SCI03,2025-12-24,Practice,1,19,17,89.5,0
AS01166,L053,SCI03,2025-12-25,Test,1,16,15,93.8,0
AS01167,L053,SCI03,2026-01-04,Test,1,13,13,100.0,0
AS01168,L053,SCI03,2026-04-14,Test,1,19,16,84.2,0
